Timestamp,What's your age?,What is the highest degree you earned?,"If you hold a university degree, what country you received your degree in?","If you are employed, in which country do you work in?","If you are employed, what is the size of employees in the company's tech department? (if mostly a tech company, just state company size)","Currently, what do you think an UNDERGRADUATE student in CS or SE achieves, when he/she graduates?","Are there any skills, that you think an UNDERGRADUATE student would need to learn at university, where it is not taught by universities, and are essential in working industry?",How do you think the GPA affects a fresh BS graduate's chances to get hired?,How do you think the GPA affects a fresh BS graduate's professional proficiency?,How do you think the school choice (e.g. Top 10/Ivy League university vs random college) affects a fresh BS graduate's professional proficiency?,"How long do you think it will take for a fresh BS graduate to land his/her first job, after graduation?","How long do you think it will take for a fresh BS graduate to become fully proficient at his/her first job, after being hired?","Currently, what do you think a GRADUATE student (for a MS program) in CS or SE achieves, when he/she graduates?","Are there any skills, that you think a GRADUATE student (for a MS program) would need to learn at university, that it is not taught by universities, and are essential in working industry?",How do you think the GPA of a GRADUATE student (for a MS program) affects a fresh graduate to get hired?,"How long do you think a GRADUATE student (for a MS program) will need in order to land his/her first job, after graduation?","How long do you think a GRADUATE student (for a MS program) will need in order to become fully proficient at his/her first job, after being hired?","Consider two candidates for a same job. One holds a 4-year BS degree and has no job experience. The other has no degree, but has 4 years of job experience in a similar role. What do you think about the candidates' chance of being hired?","Consider two fresh hires for the same position at the same company. One holds a 4-year BS degree and no job experience. The other has no degree, but has 4 years of job experience in a similar role. What do you think about the candidates' skills and performance RIGHT AFTER BEING HIRED?","Consider two fresh hires for the same position at the same company. One holds a 4-year BS degree and no job experience. The other has no degree, but has 4 years of job experience in a similar role. They work at the company, in the same role, for one year. What do you think about the candidates' skills and career at that time (after 1 year)?",Consider two candidates for the same job. One holds a relevant MS degree and no job experience. The other has a BS and 2-years of relevant job experience. What do you think about the candidates' chance of being hired?,"Consider two fresh hires for the same position at the same company. One holds a relevant MS degree and no job experience. The other has a BS degree, and a couple of years of experience in a similar role. What do you think about the candidates' skills and performance RIGHT AFTER BEING HIRED?","Consider two fresh hires for the same role at the same company. One holds an MS degree and no job experience. The other has a BS degree, and 2 years of job experience in a similar role. They work at the company, in the same role, for one year. What do you think about the candidates' skills and career at that time (after 1 year)?","In your opinion, how can students gain useful work experience during their UNDERGRADUATE studies, if any? ","In your opinion, how can students gain useful work experience during their GRADUATE studies, if any? ","In your opinion, what could be valid alternatives to a Master's degree for a professional in need of retraining?","In your opinion, what would be the benefits of joining a *graduate-level online* program?","In general, which statement, in your opinion, is more accurate (if we assume that below groups have no previous job experience):",Please select any categories that best describe your current position.
11/07/2018 09:05:25,46 - 55,Bachelor's,Italy,Italy,"100 - 1,000 people","He/She learns computational thinking, He/She gets credentials to get a good job",Real-world problem solving handling industry-type problems,"I think that a high GPA is not essential, but a low GPA can discourage employers/recruiters.","I think it's not relevant, BS GPA and first job performance are quite disconnected.","I think a top-tier school gives a graduate a bit of a boost, but it's not essential.",0 - 3 months,12 - 24 months,"He/She learns computational thinking., He/She gets credentials to get a good job.","Programming in different languages, Computational Thinking skill, Project Management skill, Real-world problem solving handling industry-type problems, Learn how to be a researcher, Soft skills (communication, teamwork, etc)","I think that a high GPA is not essential, but a low GPA can discourage employers/recruiters.",I believe most of them already have an offer before graduation/after interning.,0 - 3 months,I think that the experienced candidate will stand more chances.,"I think that the experienced candidate will perform much better; better quality, and faster work.","I think that the BS candidate will perform much better; better quality, and faster work, better promotion.",I think the BS experienced candidate will stand more chances.,"I think that the BS experienced candidate will perform much better; better quality, and faster work.","I think that the MS candidate will perform much better; better quality, and faster work, better promotion.","contributing to open source projects, studying new languages/frameworks/other","contributing to open source projects, studying new languages/frameworks/other",Massive Open Online Courses (MOOCs),"Time. The online program gives the schedule flexibility., Money. The online program mostly are less expensive than on-campus programs.","Regardless of academic degree, anybody entering the workforce for the first time will need training and time to get fully proficient.",Industry professional
11/07/2018 11:10:16,26 - 35,Master's,USA,USA,"more than 10,000 people","He/She learns programming very well, He/She learns computational thinking, He/She gets credentials to get a good job","Project Management skill, Real-world problem solving handling industry-type problems, Soft skills (communication, teamwork, etc)","I think that a high GPA is not essential, but a low GPA can discourage employers/recruiters.","I think it's not relevant, BS GPA and first job performance are quite disconnected.","I think a top-tier school gives a graduate a bit of a boost, but it's not essential.",0 - 3 months,More than 2 years,"He/She learns programming very well., He/She learns computational thinking., He/She gets credentials to get a good job.","Project Management skill, Real-world problem solving handling industry-type problems, Learn how to be a researcher, Soft skills (communication, teamwork, etc)",I think it's not relevant at all.,I don't know/prefer not to disclose,6 -12 months,I think that the experienced candidate will stand more chances.,"I think that the experienced candidate will perform much better; better quality, and faster work.","I think that the experienced candidate will perform much better; better quality, and faster work, better promotion.",I think the BS experienced candidate will stand more chances.,"I think that the BS experienced candidate will perform much better; better quality, and faster work.","I think that the BS experienced candidate will perform much better; better quality, and faster work, better promotion.",Internships,Internships,"Retraining on the job., Massive Open Online Courses (MOOCs), Good mentorship programs","Time. The online program gives the schedule flexibility., Money. The online program mostly are less expensive than on-campus programs., Career advancement. Success in the program should be a guarantee of a better position.","Regardless of academic degree, anybody entering the workforce for the first time will need training and time to get fully proficient.","Graduate student, Industry professional"
11/07/2018 11:21:18,18 - 25,Bachelor's,Belgium,I'm not employed,I'm not employed,"He/She learns programming very well, He/She learns computational thinking, He/She learns project management, He/She learns real-world problem solving handling industry-type problems",Writing clear and concise documentation,"I think that a high GPA is not essential, but a low GPA can discourage employers/recruiters.","I think it's not relevant, BS GPA and first job performance are quite disconnected.",I don't know/prefer not to disclose.,0 - 3 months,3 - 6 months,"He/She learns programming very well., He/She learns computational thinking., He/She learns project management., He/She learns real-world problem solving handling industry-type problems., He/She learns how to be a researcher., He/She gets credentials to get a good job.",I don't know/prefer not to disclose,"I think that a high GPA is not essential, but a low GPA can discourage employers/recruiters.",I believe most of them already have an offer before graduation/after interning.,3 - 6 months,I think that the experienced candidate will stand more chances.,"I think that the experienced candidate will perform much better; better quality, and faster work.",They'll perform more or less the same.,I think that they're more or less have equal chances of getting hired.,They'll perform more or less the same.,They'll perform more or less the same.,"Do actual work. Prefer companies that treat their students as employees, i.e. don't put all students together on a project with little relevance. Open source projects could also be veru useful.","Same as undergraduate, I don't really see a difference. Perhaps try to focus more on their specialization of choice.","Retraining on the job., Massive Open Online Courses (MOOCs), Just read books...",I don't know/prefer not to disclose,"Regardless of academic degree, anybody entering the workforce for the first time will need training and time to get fully proficient.",Graduate student
11/07/2018 12:49:38,18 - 25,Bachelor's,USA,USA,20 - 100 people,"He/She learns computational thinking, He/She learns real-world problem solving handling industry-type problems, He/She learns how to be a researcher, He/She gets credentials to get a good job",Project Management skill,"I think that a high GPA is not essential, but a low GPA can discourage employers/recruiters.","I think that low GPA graduates perform badly, but from average to top GPAs you can't see much of a difference.","I think a top-tier school gives a graduate a bit of a boost, but it's not essential.",0 - 3 months,3 - 6 months,"He/She learns programming very well., He/She learns computational thinking., He/She learns real-world problem solving handling industry-type problems., He/She learns how to be a researcher., He/She gets credentials to get a good job.",Project Management skill,I think it's not relevant at all.,I believe most of them already have an offer before graduation/after interning.,3 - 6 months,I think that the experienced candidate will stand more chances.,"I think that the experienced candidate will perform much better; better quality, and faster work.",They'll perform more or less the same.,I think that the MS candidate will stand more chances.,"I think that the BS experienced candidate will perform much better; better quality, and faster work.","I think that the MS candidate will perform much better; better quality, and faster work, better promotion.",work on their own real-life projects,work on their own real-life projects,"Retraining on the job., Massive Open Online Courses (MOOCs)","Time. The online program gives the schedule flexibility., Money. The online program mostly are less expensive than on-campus programs., Motivation. The topic should be of high interest, not just an imposed training experience., Career advancement. Success in the program should be a guarantee of a better position.","Regardless of academic degree, anybody entering the workforce for the first time will need training and time to get fully proficient.","Graduate student, Industry professional"
11/07/2018 13:41:15,46 - 55,Bachelor's,USA,USA,"100 - 1,000 people","He/She learns computational thinking, He/She gets very good soft skills (communication, teamwork, etc), He/She gets credentials to get a good job","Programming in different languages, Project Management skill, Real-world problem solving handling industry-type problems, Learn how to be a researcher","I think that a high GPA is not essential, but a low GPA can discourage employers/recruiters.","I think it's not relevant, BS GPA and first job performance are quite disconnected.","I think a top-tier school gives a graduate a bit of a boost, but it's not essential.",0 - 3 months,12 - 24 months,"He/She learns computational thinking., He/She learns how to be a researcher., He/She gets credentials to get a good job.",I don't know/prefer not to disclose,"I think that a high GPA is not essential, but a low GPA can discourage employers/recruiters.",I believe most of them already have an offer before graduation/after interning.,0 - 3 months,"It depends on the contract; some require a degree, some do not.  I would prefer to hire the person with experience","I think that the experienced candidate will perform much better; better quality, and faster work.","I think that the experienced candidate will perform much better; better quality, and faster work, better promotion.",again it depends on the contract; but i prefer experience,"I think that the BS experienced candidate will perform much better; better quality, and faster work.",They'll perform more or less the same.,intern,intern or full time employment,"Retraining on the job., Massive Open Online Courses (MOOCs), In-person classes in non-academic institutions (e.g. Bradfield school of computer science)","Time. The online program gives the schedule flexibility., Money. The online program mostly are less expensive than on-campus programs., Motivation. The topic should be of high interest, not just an imposed training experience., Career advancement. Success in the program should be a guarantee of a better position.","Regardless of academic degree, anybody entering the workforce for the first time will need training and time to get fully proficient.",Graduate student
11/07/2018 13:44:32,26 - 35,Bachelor's,USA,USA,"more than 10,000 people","He/She learns programming very well, He/She learns computational thinking, He/She learns how to be a researcher, He/She gets very good soft skills (communication, teamwork, etc), He/She gets credentials to get a good job","Programming in different languages, Project Management skill, Real-world problem solving handling industry-type problems, Soft skills (communication, teamwork, etc)",I think that a high GPA is totally essential to land a great first job.,"I think it's not relevant, BS GPA and first job performance are quite disconnected.",I think that a top-tier school makes a graduate fundamentally better at his/her job.,0 - 3 months,12 - 24 months,"He/She learns programming very well., He/She learns computational thinking., He/She learns project management., He/She learns real-world problem solving handling industry-type problems., He/She learns how to be a researcher., He/She gets very good soft skills (communication, teamwork, etc)., He/She gets credentials to get a good job.","Soft skills (communication, teamwork, etc)","I think that a high GPA is not essential, but a low GPA can discourage employers/recruiters.",I believe most of them already have an offer before graduation/after interning.,6 -12 months,I think that they're more or less have equal chances of getting hired.,They'll perform more or less the same.,They'll perform more or less the same.,I think the BS experienced candidate will stand more chances.,They'll perform more or less the same.,They'll perform more or less the same.,"If the student knows what type of work they want to do, I suggest they look up the skills/topics that are currently being used in the market. Sometimes schools lack up to date courses and could sometimes affect the students learning. interning at a company related to their major helps alot.",Same answer as above. understand the needs of the market and do some research and take some time to do some self-learning on those topics you wont learn in school.,"Retraining on the job., Massive Open Online Courses (MOOCs), In-person classes in non-academic institutions (e.g. Bradfield school of computer science)","Time. The online program gives the schedule flexibility., Money. The online program mostly are less expensive than on-campus programs., Career advancement. Success in the program should be a guarantee of a better position.","Regardless of academic degree, anybody entering the workforce for the first time will need training and time to get fully proficient.",Graduate student
11/07/2018 14:10:12,26 - 35,Master's,Italy,Italy,below 20 employees,He/She learns computational thinking,"Project Management skill, Real-world problem solving handling industry-type problems, Soft skills (communication, teamwork, etc)","I think that a high GPA is not essential, but a low GPA can discourage employers/recruiters.","I think it's not relevant, BS GPA and first job performance are quite disconnected.","I think a top-tier school gives a graduate a bit of a boost, but it's not essential.",0 - 3 months,6 - 12 months,"He/She learns computational thinking., He/She gets credentials to get a good job.","Project Management skill, Real-world problem solving handling industry-type problems, Learn how to be a researcher, Soft skills (communication, teamwork, etc)","I think that a high GPA is not essential, but a low GPA can discourage employers/recruiters.",I believe most of them already have an offer before graduation/after interning.,6 -12 months,I think that the BS candidate will stand more chances.,"I think that the experienced candidate will perform much better; better quality, and faster work.","I think that the BS candidate will perform much better; better quality, and faster work, better promotion.",I think the BS experienced candidate will stand more chances.,"I think that the BS experienced candidate will perform much better; better quality, and faster work.","I think that the MS candidate will perform much better; better quality, and faster work, better promotion.","Working on real study cases, maybe for some exams",Working in a company during their master degree period,"Retraining on the job., In-person classes in non-academic institutions (e.g. Bradfield school of computer science)","Time. The online program gives the schedule flexibility., Money. The online program mostly are less expensive than on-campus programs., Career advancement. Success in the program should be a guarantee of a better position.","Regardless of academic degree, anybody entering the workforce for the first time will need training and time to get fully proficient.","Graduate student, Industry professional"
11/07/2018 14:50:32,26 - 35,"Doctorate (PhD, Doctor of Science, etc)",Italy,Italy,below 20 employees,"He/She learns computational thinking, He/She gets credentials to get a good job","Project Management skill, Soft skills (communication, teamwork, etc)","I think that a high GPA is not essential, but a low GPA can discourage employers/recruiters.","I think that low GPA graduates perform badly, but from average to top GPAs you can't see much of a difference.",I don't know/prefer not to disclose.,0 - 3 months,6 - 12 months,"He/She learns computational thinking., He/She gets credentials to get a good job.","Project Management skill, Soft skills (communication, teamwork, etc)","I think that a high GPA is not essential, but a low GPA can discourage employers/recruiters.",1 - 3 months,3 - 6 months,It depends on the position,It depends on the position,It depends on the position,It depends on the position,It depends on the position,It depends on the position,Working as interns for a couple of months,Working as interns for a couple of months,"Retraining on the job., Massive Open Online Courses (MOOCs)",Time. The online program gives the schedule flexibility.,"Regardless of academic degree, anybody entering the workforce for the first time will need training and time to get fully proficient.",Industry professional
11/07/2018 15:42:31,36 - 45,High School,I don't have a degree,Italy,I'm not employed,"He/She learns computational thinking, He/She learns how to be a researcher","Programming in different languages, Computational Thinking skill, Project Management skill, Soft skills (communication, teamwork, etc)","I think that a high GPA is not essential, but a low GPA can discourage employers/recruiters.","I think it's not relevant, BS GPA and first job performance are quite disconnected.","I think a top-tier school gives a graduate a bit of a boost, but it's not essential.",3 - 6 months,More than 2 years,I don't know/prefer not to disclose,"Programming in different languages, Computational Thinking skill, Project Management skill, Soft skills (communication, teamwork, etc)","I think that a high GPA is not essential, but a low GPA can discourage employers/recruiters.",3 - 6 months,12 - 24 months,I think that the experienced candidate will stand more chances.,"I think that the experienced candidate will perform much better; better quality, and faster work.","I think that the experienced candidate will perform much better; better quality, and faster work, better promotion.",I think the BS experienced candidate will stand more chances.,"I think that the BS experienced candidate will perform much better; better quality, and faster work.","I think that the BS experienced candidate will perform much better; better quality, and faster work, better promotion.","Developing some software for itself, studying programming and creating some prototypes / MVP",Getting some jobs from 3rd paty companies and working on any kind of project,In-person classes in non-academic institutions (e.g. Bradfield school of computer science),"Time. The online program gives the schedule flexibility., Motivation. The topic should be of high interest, not just an imposed training experience.","Regardless of academic degree, anybody entering the workforce for the first time will need training and time to get fully proficient.",Industry professional
11/07/2018 15:56:13,26 - 35,Master's,Italy,Remote,20 - 100 people,"He/She learns computational thinking, He/She gets credentials to get a good job","Programming in different languages, Project Management skill, Real-world problem solving handling industry-type problems",I think it's not relevant at all.,"I think it's not relevant, BS GPA and first job performance are quite disconnected.","I think a top-tier school gives a graduate a bit of a boost, but it's not essential.",0 - 3 months,12 - 24 months,"He/She learns computational thinking., He/She gets credentials to get a good job.","Programming in different languages, Project Management skill, Real-world problem solving handling industry-type problems, Soft skills (communication, teamwork, etc)",I think it's not relevant at all.,1 - 3 months,12 - 24 months,I think that the experienced candidate will stand more chances.,"I think that the experienced candidate will perform much better; better quality, and faster work.","I think that the experienced candidate will perform much better; better quality, and faster work, better promotion.",I think the BS experienced candidate will stand more chances.,"I think that the BS experienced candidate will perform much better; better quality, and faster work.","I think that the BS experienced candidate will perform much better; better quality, and faster work, better promotion.",Open source development,Start their own project,Retraining on the job.,"Money. The online program mostly are less expensive than on-campus programs., Motivation. The topic should be of high interest, not just an imposed training experience.","Regardless of academic degree, anybody entering the workforce for the first time will need training and time to get fully proficient.",Industry professional
11/07/2018 16:21:22,36 - 45,High School,I don't have a degree,I'm not employed,I'm not employed,He/She gets credentials to get a good job,Get credentials and learn skills in finding a good job,I think that a high GPA is totally essential to land a great first job.,I think that a high GPA is totally essential to perform fine at a first job.,"I think a top-tier school gives a graduate a bit of a boost, but it's not essential.",I believe most of them already have an offer before graduation/after interning,0 - 3 months,"He/She learns programming very well., He/She learns computational thinking.","Programming in different languages, Computational Thinking skill",I think it's not relevant at all.,6 - 12 months,12 - 24 months,I think that they're more or less have equal chances of getting hired.,"I think that the experienced candidate will perform much better; better quality, and faster work.","I think that the experienced candidate will perform much better; better quality, and faster work, better promotion.",I think the BS experienced candidate will stand more chances.,"I think that the BS experienced candidate will perform much better; better quality, and faster work.","I think that the BS experienced candidate will perform much better; better quality, and faster work, better promotion.",,,Massive Open Online Courses (MOOCs),Money. The online program mostly are less expensive than on-campus programs.,The MS students are more prepared than undergraduate-level students.,Undergraduate student
11/07/2018 16:37:03,26 - 35,Master's,United Kingdom,USA,"100 - 1,000 people","He/She learns programming very well, He/She learns computational thinking, He/She gets credentials to get a good job","Real-world problem solving handling industry-type problems, Soft skills (communication, teamwork, etc)","I think that a high GPA is not essential, but a low GPA can discourage employers/recruiters.","I think that low GPA graduates perform badly, but from average to top GPAs you can't see much of a difference.","I think a top-tier school gives a graduate a bit of a boost, but it's not essential.",0 - 3 months,3 - 6 months,"He/She learns programming very well., He/She learns computational thinking., He/She learns how to be a researcher., He/She gets credentials to get a good job.","Real-world problem solving handling industry-type problems, Soft skills (communication, teamwork, etc)","I think that a high GPA is not essential, but a low GPA can discourage employers/recruiters.",1 - 3 months,3 - 6 months,I think that the experienced candidate will stand more chances.,I don't know/prefer not to disclose.,They'll perform more or less the same.,I think the BS experienced candidate will stand more chances.,They'll perform more or less the same.,They'll perform more or less the same.,,,"Retraining on the job., Massive Open Online Courses (MOOCs), In-person classes in non-academic institutions (e.g. Bradfield school of computer science)","Time. The online program gives the schedule flexibility., Money. The online program mostly are less expensive than on-campus programs., Motivation. The topic should be of high interest, not just an imposed training experience.","Regardless of academic degree, anybody entering the workforce for the first time will need training and time to get fully proficient.","Graduate student, Industry professional"
11/07/2018 17:09:06,26 - 35,Bachelor's,Italy,Italy,I prefer not to disclose,"He/She learns computational thinking, He/She gets very good soft skills (communication, teamwork, etc)","Programming in different languages, Project Management skill, Real-world problem solving handling industry-type problems",I think that a high GPA is totally essential to land a great first job.,"I think it's not relevant, BS GPA and first job performance are quite disconnected.","I think a top-tier school gives a graduate a bit of a boost, but it's not essential.",I don't know/prefer not to disclose.,3 - 6 months,"He/She learns computational thinking., He/She gets very good soft skills (communication, teamwork, etc).","Programming in different languages, Real-world problem solving handling industry-type problems",I think that a high GPA is totally essential to get a great first job.,3 - 6 months,3 - 6 months,I think that the experienced candidate will stand more chances.,"I think that the experienced candidate will perform much better; better quality, and faster work.","I think that the BS candidate will perform much better; better quality, and faster work, better promotion.",I think the BS experienced candidate will stand more chances.,"I think that the BS experienced candidate will perform much better; better quality, and faster work.","I think that the BS experienced candidate will perform much better; better quality, and faster work, better promotion.",,,"Retraining on the job., Massive Open Online Courses (MOOCs)","Motivation. The topic should be of high interest, not just an imposed training experience., Career advancement. Success in the program should be a guarantee of a better position.","Regardless of academic degree, anybody entering the workforce for the first time will need training and time to get fully proficient.",Graduate student
12/07/2018 01:47:07,26 - 35,Bachelor's,Romania,Germany,20 - 100 people,He/She learns computational thinking,"Project Management skill, Soft skills (communication, teamwork, etc)",I think it's not relevant at all.,I don't know/prefer not to disclose.,"I think a top-tier school gives a graduate a bit of a boost, but it's not essential.",I believe most of them already have an offer before graduation/after interning,More than 2 years,He/She learns computational thinking.,"Project Management skill, Soft skills (communication, teamwork, etc)",I think it's not relevant at all.,I believe most of them already have an offer before graduation/after interning.,More than 2 years,I think that the experienced candidate will stand more chances.,"I think that the experienced candidate will perform much better; better quality, and faster work.","I think that the experienced candidate will perform much better; better quality, and faster work, better promotion.",I think that they're more or less have equal chances of getting hired.,They'll perform more or less the same.,"I think that the BS experienced candidate will perform much better; better quality, and faster work, better promotion.","internships, part time jobs","internships, part time jobs","Retraining on the job., Massive Open Online Courses (MOOCs), In-person classes in non-academic institutions (e.g. Bradfield school of computer science)","Time. The online program gives the schedule flexibility., Money. The online program mostly are less expensive than on-campus programs.","Regardless of academic degree, anybody entering the workforce for the first time will need training and time to get fully proficient.","Graduate student, Industry professional"
12/07/2018 08:28:07,36 - 45,"Doctorate (PhD, Doctor of Science, etc)",Italy,Ireland,"more than 10,000 people",He/She gets credentials to get a good job,"Programming in different languages, Computational Thinking skill, Project Management skill, Real-world problem solving handling industry-type problems","I think that a high GPA is not essential, but a low GPA can discourage employers/recruiters.","I think it's not relevant, BS GPA and first job performance are quite disconnected.",I think that a top-tier school makes a graduate fundamentally better at his/her job.,I believe most of them already have an offer before graduation/after interning,More than 2 years,He/She learns how to be a researcher.,"Programming in different languages, Computational Thinking skill, Project Management skill, Real-world problem solving handling industry-type problems","I think that a high GPA is not essential, but a low GPA can discourage employers/recruiters.",I believe most of them already have an offer before graduation/after interning.,More than 2 years,I think that the experienced candidate will stand more chances.,"I think that the experienced candidate will perform much better; better quality, and faster work.","I think that the experienced candidate will perform much better; better quality, and faster work, better promotion.",I think the BS experienced candidate will stand more chances.,"I think that the BS experienced candidate will perform much better; better quality, and faster work.","I think that the BS experienced candidate will perform much better; better quality, and faster work, better promotion.",Write code for tough oss projects,Write code for tough oss projects,I don't know/prefer not to disclose,I don't know/prefer not to disclose,"Regardless of academic degree, anybody entering the workforce for the first time will need training and time to get fully proficient.",Industry professional
12/07/2018 08:47:32,46 - 55,Master's,USA,USA,"1,000 - 10,000 people",He/She learns programming very well,"Computational Thinking skill, Real-world problem solving handling industry-type problems",I think that a high GPA is totally essential to land a great first job.,"I think that the higher the GPA, the better a graduate performs on his job.",I think that a top-tier school makes a graduate fundamentally better at his/her job.,3 - 6 months,12 - 24 months,"He/She learns programming very well., He/She learns computational thinking.","Computational Thinking skill, Real-world problem solving handling industry-type problems","I think that a high GPA is not essential, but a low GPA can discourage employers/recruiters.",3 - 6 months,12 - 24 months,I think that the BS candidate will stand more chances.,"I think that the experienced candidate will perform much better; better quality, and faster work.","I think that the BS candidate will perform much better; better quality, and faster work, better promotion.",I think the BS experienced candidate will stand more chances.,"I think that the BS experienced candidate will perform much better; better quality, and faster work.","I think that the MS candidate will perform much better; better quality, and faster work, better promotion.",It's expected that new hires will not have work experience.  I'd prefer for them to focus on their undergraduate studies while at school.,"Same as above, unless the student is able to get an internship.",Continuing education classes,Career advancement. Success in the program should be a guarantee of a better position.,"Regardless of academic degree, anybody entering the workforce for the first time will need training and time to get fully proficient.",Industry professional
12/07/2018 17:28:38,26 - 35,Bachelor's,India,USA,"100 - 1,000 people","He/She learns computational thinking, He/She learns how to be a researcher, He/She gets very good soft skills (communication, teamwork, etc)","Programming in different languages, Real-world problem solving handling industry-type problems, Get credentials and learn skills in finding a good job","I think that a high GPA is not essential, but a low GPA can discourage employers/recruiters.","I think it's not relevant, BS GPA and first job performance are quite disconnected.","I think a top-tier school gives a graduate a bit of a boost, but it's not essential.",0 - 3 months,6 - 12 months,"He/She learns computational thinking., He/She learns how to be a researcher., He/She gets very good soft skills (communication, teamwork, etc)., He/She gets credentials to get a good job.","Programming in different languages, Project Management skill, Real-world problem solving handling industry-type problems","I think that a high GPA is not essential, but a low GPA can discourage employers/recruiters.",1 - 3 months,6 -12 months,I think that the experienced candidate will stand more chances.,"I think that the experienced candidate will perform much better; better quality, and faster work.","I think that the BS candidate will perform much better; better quality, and faster work, better promotion.",I think the BS experienced candidate will stand more chances.,"I think that the BS experienced candidate will perform much better; better quality, and faster work.","I think that the MS candidate will perform much better; better quality, and faster work, better promotion.","Interning with real-world industries, work in projects which  actually can be useful to tackle some real world problems.","Interning with real-world industries, work in projects which  actually can be useful to tackle some real world problems.","Retraining on the job., In-person classes in non-academic institutions (e.g. Bradfield school of computer science)","Time. The online program gives the schedule flexibility., Money. The online program mostly are less expensive than on-campus programs.","Regardless of academic degree, anybody entering the workforce for the first time will need training and time to get fully proficient.",Graduate student
12/07/2018 19:44:06,26 - 35,Bachelor's,USA,USA,"more than 10,000 people","He/She learns programming very well, He/She learns computational thinking, He/She gets credentials to get a good job","Real-world problem solving handling industry-type problems, Soft skills (communication, teamwork, etc)",I don't know/prefer not to disclose.,"I think it's not relevant, BS GPA and first job performance are quite disconnected.","I think a top-tier school gives a graduate a bit of a boost, but it's not essential.",I don't know/prefer not to disclose.,0 - 3 months,"He/She learns programming very well., He/She learns computational thinking., He/She learns project management., He/She learns real-world problem solving handling industry-type problems., He/She learns how to be a researcher., He/She gets very good soft skills (communication, teamwork, etc)., He/She gets credentials to get a good job.","Real-world problem solving handling industry-type problems, Soft skills (communication, teamwork, etc)",I think it's not relevant at all.,I believe most of them already have an offer before graduation/after interning.,0 - 3 months,I think that the experienced candidate will stand more chances.,"I think that the experienced candidate will perform much better; better quality, and faster work.","I think that the BS candidate will perform much better; better quality, and faster work, better promotion.",I think that they're more or less have equal chances of getting hired.,"I think that the BS experienced candidate will perform much better; better quality, and faster work.","I think that the MS candidate will perform much better; better quality, and faster work, better promotion.",Working as an intern,Working as an intern or part/full time employee,"Massive Open Online Courses (MOOCs), In-person classes in non-academic institutions (e.g. Bradfield school of computer science)","Time. The online program gives the schedule flexibility., Money. The online program mostly are less expensive than on-campus programs., Motivation. The topic should be of high interest, not just an imposed training experience., Career advancement. Success in the program should be a guarantee of a better position.","Regardless of academic degree, anybody entering the workforce for the first time will need training and time to get fully proficient.",Graduate student
12/07/2018 21:46:27,36 - 45,Bachelor's,USA,USA,20 - 100 people,He/She learns computational thinking,I don't know/prefer not to disclose,"I think that a high GPA is not essential, but a low GPA can discourage employers/recruiters.",I don't know/prefer not to disclose.,"I think a top-tier school gives a graduate a bit of a boost, but it's not essential.",0 - 3 months,12 - 24 months,"He/She learns programming very well., He/She learns computational thinking., He/She learns how to be a researcher., He/She gets credentials to get a good job.",Computational Thinking skill,"I think that a high GPA is not essential, but a low GPA can discourage employers/recruiters.",1 - 3 months,0 - 3 months,I think that the BS candidate will stand more chances.,I don't know/prefer not to disclose.,"I think that the BS candidate will perform much better; better quality, and faster work, better promotion.",I think the BS experienced candidate will stand more chances.,"I think that the BS experienced candidate will perform much better; better quality, and faster work.","I think that the BS experienced candidate will perform much better; better quality, and faster work, better promotion.",,,"Retraining on the job., In-person classes in non-academic institutions (e.g. Bradfield school of computer science)","Time. The online program gives the schedule flexibility., Money. The online program mostly are less expensive than on-campus programs., Motivation. The topic should be of high interest, not just an imposed training experience., Career advancement. Success in the program should be a guarantee of a better position.","Regardless of academic degree, anybody entering the workforce for the first time will need training and time to get fully proficient.","Graduate student, Industry professional"
13/07/2018 01:36:00,26 - 35,"Doctorate (PhD, Doctor of Science, etc)",China,I'm not employed,"1,000 - 10,000 people","He/She learns computational thinking, He/She gets very good soft skills (communication, teamwork, etc), He/She gets credentials to get a good job","Computational Thinking skill, Project Management skill, Real-world problem solving handling industry-type problems",I think that a high GPA is totally essential to land a great first job.,I think that a high GPA is totally essential to perform fine at a first job.,I think that a top-tier school makes a graduate fundamentally better at his/her job.,0 - 3 months,More than 2 years,"He/She learns programming very well., He/She learns computational thinking., He/She learns project management., He/She learns real-world problem solving handling industry-type problems., He/She learns how to be a researcher., He/She gets very good soft skills (communication, teamwork, etc).",Project Management skill,I think that a high GPA is totally essential to get a great first job.,1 - 3 months,6 -12 months,I think that the BS candidate will stand more chances.,"I think that the experienced candidate will perform much better; better quality, and faster work.","I think that the experienced candidate will perform much better; better quality, and faster work, better promotion.",I think the BS experienced candidate will stand more chances.,"I think that the BS experienced candidate will perform much better; better quality, and faster work.","I think that the MS candidate will perform much better; better quality, and faster work, better promotion.",doing projects,"doing projects, interns",Massive Open Online Courses (MOOCs),"Time. The online program gives the schedule flexibility., Motivation. The topic should be of high interest, not just an imposed training experience.",The BS students are already prepared to join the industry and they do not need a higher post-graduate degree.,Graduate student
